pub_year,record_type,confidence,identifier,title,creator,publisher,subject,language,ia_url,description,collection
1848,translation,50,hymnsforweekhymn00coperich,Hymns for the week and hymns for the seasons,"Copeland, William John, 1804-1885",London : W.J. Cleaver,"Catholic Church; Hymns, English -- Translations from Latin; Hymns, Latin -- Translations into English",eng,https://archive.org/details/hymnsforweekhymn00coperich,"viii, 183, xviii-xxiii p. ; 18 cm; Without music; Errata slip inserted",cdl; americana; fav-dwgsports; fav-wildpatience; fav-zachary_anderson
1849,translation,50,LyraCatholica,"Lyra Catholica:  containing all the Breviary and Missal hymns, with others from various sources. Translated by Edward Caswall","Catholic Church; Caswall, Edward, 1814-1878",London : J. Burns,"Catholic Church -- Hymns; Hymns, Latin -- Translations into English; Hymns, Latin; Catholic Church; Hymns, English",eng,https://archive.org/details/LyraCatholica,"GENERAL CONTENTS. Table and Calendar xv Hymns from the Breviary Part I. Hymns for the Week 3 Antiphons of the Blessed Virgin 38 Part II. Hymns from the Proper of the Season 43 Part III. Hymns from the Proper of Saints 127 Part IV. Hymns from the Common of Saints 197 Hymns from the Missal 231 Hymns from Various Sources. At Benediction of the Blessed Sacrament 247 From the Office of the Immaculate Conception 255 Other Hymns 263; Includes indexes; Electronic reproduction; Master and use copy. Digital master created according to Benchmark for Faithful Digital Reproductions of Monographs and Serials, Version 1. Digital Library Federation, December 2002; digitized; Description based on print version record",catholictexts; additional_collections; fav-eunoe; fav-fernandogb; fav-kvnngyn; fav-markericksondo; fav-raul_orlando_arreguin_rosales; fav-rmcp; fav-trishtrinitron
1854,translation,50,ingulphschronicl01ingu,Ingulph's Chronicle of the Abbey of Croyland,"Ingulf, 1030?-1109","London, H. G. Bohn",Crowland Abbey,eng; lat,https://archive.org/details/ingulphschronicl01ingu,"xv, 546 p. 18 cm; A forgery of the 14th century",duke_libraries; americana; fav-mark_forster235
1860,translation,50,sirisaacnewtons00newtgoog,"Sir Isaac Newton's Enumeration of lines of the third order, generation of curves by shadows, organic description of curves, and construction of equations by curves","Newton, Isaac, Sir, 1642-1727; Talbot, C. R. M. (Christopher Rice Mansel), 1803-1890, tr","London, H.G. Bohn","Geometry, Analytic",eng; lat,https://archive.org/details/sirisaacnewtons00newtgoog,"Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.; ""'Enumeratio linearum tertii ordinis,' originally printed as an appendix to the treatise on Optics, and subsequently in the 'Opuscula,' has not hitherto been published in a separate form.""--Pref",americana; fav-joyfunglow; fav-krstphr; fav-monodromy; fav-texas_rangers2013
1860,translation,50,dictionaryoflati00rile_0,"Dictionary of Latin quotations, proverbs, maxims, and mottos, classical and mediæval, including law terms and phrases. With a selection of Greek quotations","Riley, Henry T. (Henry Thomas), 1816-1878","London, H.G. Bohn","Quotations, Latin; Quotations, Greek",eng; grc; lat,https://archive.org/details/dictionaryoflati00rile_0,"vi, 662 p. 18 cm",university_of_illinois_urbana-champaign; americana; fav-adamg142; fav-adamg42; fav-arazzaque; fav-bab_osman; fav-chapalan; fav-dylan_sebastian_evans; fav-emanuel_robassa; fav-hejka; fav-jahanzeb_shah; fav-jb909; fav-jmelgar; fav-kendji2016; fav-renata220; fav-stephen_maclean; fav-stormyyams; fav-studs_plus; fav-tupidar
1861,translation,50,satiresjuvenalp00persgoog,"The satires of Juvenal, Persius, Sulpicia, and Lucilius","Caius Lucilius , Juvenal, Sulpicia , Persius",New York : Harper & Brothers,"Juvenal -- Translations into English; Persius -- Translations into English; Sulpicia -- Translations into English; Lucilius, Gaius, approximately 180 B.C.-approximately 102 B.C. -- Translations into English; Juvenal; Lucilius, Gaius, approximately 180 B.C.-approximately 102 B.C; Persius; Sulpicia; Satire, Latin -- Translations into English; Satire, Latin",eng,https://archive.org/details/satiresjuvenalp00persgoog,"Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.; lx, 512 pages, 1 unnumbered leaf of plates : illustration ; 20 cm",americana
1863,translation,50,mediaevalhymnsan00unknuoft,Mediaeval hymns and sequences,"Neale, J. M. (John Mason), 1818-1866",London : Joseph Masters,"Hymns, Latin -- Translations into English; Hymns, English -- Translations from Latin",eng,https://archive.org/details/mediaevalhymnsan00unknuoft,"xvii, 224 p",trinitycollege; toronto; university_of_toronto; fav-eric_langley
1866,translation,50,cu31924013520998,The reliques of Father Prout ..,"Mahony, Francis Sylvester, 1804-1866","London, Bell & Daldy","Jesuits; Fraser's magazine; Ballads French; Folk songs French; French poetry; English poetry; Italian poetry; Latin poetry; Latin poetry, Medieval and modern; Ballads French -- History and criticism; Folk songs French -- History and criticism; French poetry -- Translations into English; English poetry -- Translations from French; Italian poetry -- History and criticism; Italian poetry -- Translations into English; English poetry -- Translations from Italian; Latin poetry -- Translations into English; Ireland -- Social life and customs",eng,https://archive.org/details/cu31924013520998,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Added t.-p., engr; Frontispiece: The Fraserians (contributors in 1835 to Fraser's magazine); xi, 578 p. 19 cm",cornell; americana
1871,translation,50,hymnsoflatinchur0000unse,Hymns of the Latin Church,,[London] : Privately printed,"Catholic Church -- Hymns; Hymns, Latin -- Translations into English; Hymns, English -- Translations into Latin",eng,https://archive.org/details/hymnsoflatinchur0000unse,"xi, 291 p. : 20 cm; Without music",internetarchivebooks; graduatetheologicalunion
1874,translation,50,HymnsTranslatedFrom,Hymns translated from the Parisian breviary,"William, Isaac, 1802-1865",Oxford : J. Parker,"Catholic Church -- Hymns; Hymns, English -- Translations from Latin; Hymns, Latin -- Translations into English; Catholic Church; Hymns, English; Hymns, Latin",eng,https://archive.org/details/HymnsTranslatedFrom,"CONTENTS. Hymn Page HYMNS FOR THE WEEK. The Lord's Day 8 1 The Second Day 3 11 The Third Day 3 15 The Fourth Day 3 19 The Fifth Day 3 23 The Sixth Day 3 27 The Seventh Day 3 32 HYMNS FOR THE SEASONS. In Advent 4 37 On the Vigil of the Nativity 1 42 On the Nativity 3 43 St. Stephen's Day 3 48 St. John the Evangelist's Day 3 53 The Innocents' Day 2 59 On the Circumcision 4 61 On the Epiphany 3 66 Until the Octave of the Epiphany 1 71 On the Octave of the Epiphany 3 73 On the Sundays from the Octave of the Epiphany 4 78 On the Seventh day before Septuagesima 1 83 On the Sundays from Septuagesima till Lent 3 85 In the Season of Lent 4 90 On the first Friday in Lent 2 96 On Passion Sunday 4 99 The Virgin Mary at the Cross 1 105 In the Paschal Season 4 106 On the Ascension 3 112 On the Octave of the Ascension 3 117 On Whitsun-eve 2 121 On Whit-Sunday 6 124 On Trinity Sunday 3 133 Hymns on the Holy Eucharist 4 137 PERSONS AND EVENTS RECORDED IN HOLY SCRIPTURE. On the Blessed Virgin Mary 2 143 On the Conversion of St. Paul 3 146 On the Presentation of Christ in the Temple 4 151 On the Annunciation of the Blessed Virgin Mary 3 157 On Joseph, the Husband of the Blessed Virgin Mary 1 161 St. Philip and St. James's Day 3 163 St. John in the Island of Patmos 1 168 St. Barnabas the Apostle 1 170 The Nativity of St. John the Baptist 4 172 St. Paul 2 178 The Blessed Virgin Mary visiting Elisabeth 1 181 St. Mary Magdalene 3 183 St. Peter in Prison 2 187 The Transfiguration 3 190 St. John the Baptist beheaded in Prison 4 195 Lazarus, Mary, and Martha visited by Christ 4 200 The Blessed Virgin Mary 1 205 St. Michael and All Angels 2 207 Guardian Angels 2 210 On the Vigil of All Saints' Day 2 212 All Saints' Day 3 215 The Octave of All Saints 2 220 COMMEMORATION OF SAINTS. Commemoration of Apostles 3 223 Evangelists 2 228 a Martyr 3 231 many Martyrs 2 235 Bishops 3 238 Commemoration of Doctors 3 243 Presbyters 3 247 Abbotts, Monks, and Anchorites 3 252 Just Men 3 257 Virgins 4 261 Holy Women 3 263 In the Office of the Consecration of a Church 4 272 From the Parisian Missal 1 277 Digitized by Google.; Includes index",catholictexts; additional_collections; fav-arlener; fav-kevin_nguyen573; fav-marilyn_wojtkiewicz; fav-monachusignotus; fav-raul_orlando_arreguin_rosales; fav-rmcp
1875,translation,50,songsbywaypoetic00doanrich,Songs by the way; the poetical writings of George Washington Doane,"Doane, George Washington, 1799-1859","Albany, J. Munsell","Hymns, English -- Translations from Latin; Hymns, Latin -- Translations into English; English poetry -- Translations from foreign literature",eng,https://archive.org/details/songsbywaypoetic00doanrich,196 p. 22 cm,cdl; americana; fav-swswswswsw
1876,translation,50,finalreliquesoff00maho,The final reliques of Father Prout,"Mahoney, Francis, 1804-1866; Jerrold, Blanchard, 1826-1884",Chatto and Windus,"Prout, Father, pseud.; Jesuits; Folk songs, French--History and criticism; French poetry--Translations into English; English poetry--Translations into French; Italian poetry--History and criticism; Italian poetry--Translations into English; English poetry; Latin poetry, Medieval and modern; French ballads and songs--History and criticism; Ireland--Social life and customs",eng,https://archive.org/details/finalreliquesoff00maho,"On spine: ""Reliques of Father Prout""; Bound in brown textured cloth, with blind-stamped ornamental border in black and black-stamped illustration in the center and spine; gilt lettering on center and spine; M. E. Barry signed and stamped front end paper, dated 21 April 1877, Boston; Letter to himself in M. E. Barry's hand, signed ""Newstead Abbey, Saturday 5'oclock"" on p.B1; Transcription of Sir Edwin Arnold's (1832-1904) poem ""A ma future"" in M. E. Barry's hand, dated 25 May 1856, after p.526; M. E. Barry Rare Book Collection. Special Collections, Alumnae Library, Elms College.",elmscollege; regionaldigitizationmass; americana; fav-cascadiarising
1876,translation,50,finalreliquesfa00mahogoog,The final reliques of Father Prout (The Rev. Francis Mahony),"Mahony, Francis, 1804-1866",London : Chatto and Windus,"Jesuits; French ballads and songs -- History and criticism; French poetry -- Translations into English; English poetry -- Translations into French; Italian poetry -- History and criticism; Italian poetry -- Translations into English; English poetry -- Translations from Italian; Latin poetry, Medieval and modern; English poetry; French poetry; Italian poetry; Manners and customs; Ireland -- Social life and customs; Ireland",eng,https://archive.org/details/finalreliquesfa00mahogoog,"Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.; xiv, 532 pages : 20 cm; On spine: Reliques of Father Prout",americana
1876,translation,50,finalreliquesfa01mahogoog,The final reliques of Father Prout (The Rev. Francis Mahony),"Mahony, Francis, 1804-1866",London : Chatto and Windus,"Jesuits; French ballads and songs -- History and criticism; French poetry -- Translations into English; English poetry -- Translations into French; Italian poetry -- History and criticism; Italian poetry -- Translations into English; English poetry -- Translations from Italian; Latin poetry, Medieval and modern; English poetry; French poetry; Italian poetry; Manners and customs; Ireland -- Social life and customs; Ireland",eng,https://archive.org/details/finalreliquesfa01mahogoog,"Book digitized by Google from the library of the University of California and uploaded to the Internet Archive by user tpb.; xiv, 532 pages : 20 cm; On spine: Reliques of Father Prout",americana
1880,translation,50,AquinasOnTheCommandments,St. Thomas Aquinas On The Two Commandments Of Charity And The Ten Commandments Of The Law,"Thomas, Aquinas, Saint; Rawes, H. A. (Henry Augustus)",London,"Little Books Of The Holy Ghost; Ten Commandments -- Sermons; Sermons, Latin -- Translations Into English; Charity -- Sermons; Ten commandments; Charity; Sermons, Latin",eng,https://archive.org/details/AquinasOnTheCommandments,"CONTENTS. Letter of the Cardinal Archbishop of Westminster vii Pastoral of the Bishop of Richmond xiii Preface xxiii On The Two Commandments Of Charity CHAP. PAGE I. Of the law of nature and the law of Scripture; and also of the difference between the law of Moses and the law of Christ 1 Thanksgiving to the Blessed Trinity 7 II. Of the effects of the law of charity 22 Prayer 33 III. Of gaining charity, and its increase 36 Prayer 42 IV. Of the love of God 44 Prayer 54 V. Of the love of our neighbour 56 Prayer 74 On The Ten Commandments Of The Law. VI. Of the first commandment 77 Prayer 92 VII. Of the second commandment 95 Prayer 106 VIII. Of the third commandment 108 Prayer 134 IX. Of the fourth commandment 136 Prayer 152 X. Of the fifth commandment 155 Note on the state of children dying unbaptised 161 Prayer 175 XI. Of the sixth commandment 177 Prayer 187 XII. Of the seventh commandment 190 Note on usury 195 Prayer 200 XIII. Of the eighth commandment 202 Prayer 213 XIV. Of the ninth commandment 214 Prayer 219 XV. Of the tenth commandment 221 Prayer 231 Thanksgiving 232 Digitized by Google.",folkscanomy_miscellaneous; folkscanomy; fav-fredy_hern_ndez_sierra583; fav-nigelthebookworm; fav-sablley; fav-tommy0274
1881,translation,50,cu31924013521004,The works of Father Prout; (the Rev. Francis Mahony),"Mahony, Francis Sylvester, 1804-1866","London, G. Routledge","Ballads, French; Folk songs, French; French poetry; English poetry; Italian poetry; Latin poetry, Medieval and modern; Ballads, French -- History and criticism; Folk songs, French -- History and criticism; French poetry -- Translations into English; English poetry -- Translations from French; Italian poetry -- History and criticism; Italian poetry -- Translations into English; English poetry -- Translations from Italian; Ireland -- Social life and customs",eng,https://archive.org/details/cu31924013521004,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; xxxix, 502 p. 21 cm",cornell; americana
1881,translation,50,worksoffatherpro00mahouoft,The works of Father Prout (the Rev. Francis Mahony),"Mahony, Francis Sylvester, 1804-1866; Kent, Charles, 1823-1902","London, New York, G. Routledge and sons","French ballads and songs -- History and criticism; French poetry -- Translations into English; English poetry -- Translations from French; Italian poetry -- History and criticism; Italian poetry -- Translations into English; English poetry -- Translations from Italian; Latin poetry, Medieval and modern; Ireland -- Social life and customs",eng,https://archive.org/details/worksoffatherpro00mahouoft,31,kellylibrary; toronto; university_of_toronto; fav-drewblanco; fav-emmahex
1881,translation,50,worksoffatherpro00mahorich,The works of Father Prout (the Rev. Francis Mahony),"Mahony, Francis, 1804-1866; Kent, Charles, 1823-1902","London, New York, G. Routledge and sons","Ballads, French -- History and criticism; Folk songs, French -- History and criticism; French poetry -- Translations into English; Italian poetry -- History and criticism; Italian poetry -- Translations into English; Latin poetry, Medieval and modern; Ireland -- Social life and customs",eng,https://archive.org/details/worksoffatherpro00mahorich,"xxxix, [1], 502 p. 18 cm",cdl; americana
1885,translation,50,translationsinto00calvrich,Translations into English and Latin,"Calverley, Charles Stuart, 1831-1884",London : G. Bell and Sons,English poetry -- Translations from Latin; Latin poetry -- Translations into English; Latin poetry -- Translations from English; English poetry -- Translations into Latin,eng,https://archive.org/details/translationsinto00calvrich,"xi, 306 p. ; 20 cm",cdl; americana; fav-vtriusque_linguae_statio
1886,translation,50,translationintoe00calvuoft,Translation into English and Latin,"Calverley, Charles Stuart, 1831-1884",London G. Bell,English poetry -- Translations from Latin; Latin poetry -- Translations into English; Latin poetry -- Translations from English; English poetry -- Translations into Latin,eng,https://archive.org/details/translationintoe00calvuoft,26,robarts; toronto; university_of_toronto; fav-jorge_filipe_vieira_fernandes
1890,translation,50,bayleavestransla0000smit,Bay leaves : translations from the Latin poets,"Smith, Goldwin, 1823-1910",Toronto : C. B. Robinson,English poetry -- Translations from Latin; Latin poetry -- Translations into English,eng,https://archive.org/details/bayleavestransla0000smit,115 p. ; 17 cm,trent_university; internetarchivebooks; fav-aru13
1890,translation,50,bayleavestransla00smitrich,Bay leaves; translations from the Latin poets,"Smith, Goldwin, 1823-1910","Toronto, C. B. Robinson",Latin poetry -- Translations into English; English poetry -- Translations from Latin,eng,https://archive.org/details/bayleavestransla00smitrich,"vi, 115 p. 17 cm; Introd. signed: G. S; ""Printed for private circulation.""",cdl; americana
1892,translation,50,latinhymnswithor00cole,Latin hymns : with original translations,"Coles, Abraham, 1813-1891",New York : [s.n.],"Hymns, Latin; Hymns, Latin -- Translations into English",eng,https://archive.org/details/latinhymnswithor00cole,1. Dies irae -- 2. Stabat mater (dolorosa) -- 3. Stabat mater (speciosa) -- 4. Old gems in new settings,Princeton; americana; fav-bluebirdolm; fav-dwgsports; fav-r6x; fav-raul_orlando_arreguin_rosales; fav-sg3; fav-swswswswsw
1893,patristic,50,literaryhistoryo01crut,A literary history of early Christianity : including the fathers and the chief heretical writers of the ante-Nicene period. For the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911",London : C. Griffin,"Fathers of the church; Christian literature, Early -- History and criticism",eng,https://archive.org/details/literaryhistoryo01crut,Introduction.--Book I. The apostolic fathers.--Book II. The heretical sects.--Book III. The apologists (A.D. 130-250)--Book IV. The Alexandrian school of theology (A.D. 175-300)--Book V. Latin Christianity,Princeton; americana; fav-clavius; fav-hotsquash84; fav-quanhei; fav-rwshaw1234
1893,patristic,50,literaryhistoryo02crut,A literary history of early Christianity : including the fathers and the chief heretical writers of the ante-Nicene period. For the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911",London : C. Griffin,"Fathers of the church; Christian literature, Early -- History and criticism",eng,https://archive.org/details/literaryhistoryo02crut,Introduction.--Book I. The apostolic fathers.--Book II. The heretical sects.--Book III. The apologists (A.D. 130-250)--Book IV. The Alexandrian school of theology (A.D. 175-300)--Book V. Latin Christianity,Princeton; americana; fav-clavius; fav-hotsquash84; fav-istvan_szanto; fav-ltweist; fav-rwshaw1234
1893,patristic,50,literaryhistoryo01crutuoft,"A literary history of early Christianity, including the fathers and the chief heretical writers of the Ante-Nicene period","Cruttwell, Charles Thomas, 1847-1911","London, Griffin",Fathers of the church; Latin literature -- History and criticism,eng,https://archive.org/details/literaryhistoryo01crutuoft,26,robarts; toronto; university_of_toronto; fav-deepheart; fav-gregorovivs; fav-hawkseked222; fav-hotsquash84; fav-markiij; fav-mfadls; fav-verrian_italian_private_individual_
1893,patristic,50,literaryhistoryo02crutuoft,"A literary history of early Christianity, including the fathers and the chief heretical writers of the Ante-Nicene period","Cruttwell, Charles Thomas, 1847-1911","London, Griffin",Fathers of the church; Latin literature -- History and criticism,eng,https://archive.org/details/literaryhistoryo02crutuoft,26,robarts; toronto; university_of_toronto; fav-hawkseked222; fav-hotsquash84; fav-smulrich77
1893,patristic,50,cu31924092340771,A literary history of early Christianity: including the fathers and the chief heretical writers of the ante-Nicene period. For the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911",New York : Scribner,Fathers of the church,eng,https://archive.org/details/cu31924092340771,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Paged continuously; ""List of authors from whose works specimen passages are translated"": v. 2, p. 658-659; Introduction.--book I. The apostolic fathers.--book II. The heretical sects.--book III. The apologists (A.D. 130-250)--book IV. The Alexandrian school of theology (A.D. 175-300)--book V. Latin Christianity; 2 v. 23 cm",cornell; americana; fav-bhills99
1893,patristic,50,literaryhistoryo0001crut,A literary history of early Christianity : including the fathers and the chief heretical writers of the ante-Nicene period. For the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911, author",New York : Scribner,Fathers of the church,eng,https://archive.org/details/literaryhistoryo0001crut,"2 volumes ; 23 cm; Paged continuously; ""List of authors from whose works specimen passages are translated"": v. 2, p. 658-659; Introduction.--book I. The apostolic fathers.--book II. The heretical sects.--book III. The apologists (A.D. 130-250)--book IV. The Alexandrian school of theology (A.D. 175-300)--book V. Latin Christianity",claremont_school_of_theology; internetarchivebooks; fav-trishtrinitron
1893,translation,50,leavesbaytranslat00smitrich,Bay leaves : translations from the Latin poets,"Smith, Goldwin, 1823-1910",New York and ; London : Macmillan and Co.,English poetry -- Translations from Latin; Latin poetry -- Translations into English,eng,https://archive.org/details/leavesbaytranslat00smitrich,"xii, 89, [3] p. ; 18 cm; From verso of t.p.: Norwood Press : J.S. Cushing & Co.--Berwick & Smith. Boston, Mass., U.S.A; Publisher's notices: p. [91]-[92]",cdl; americana; fav-pixiecake1
1893,translation,50,bayleavestransla00smituoft,Bay leaves; translations from the Latin poets,"Smith, Goldwin, 1823-1910, tr",New York Macmillan,Latin poetry -- Translations into English; English poetry -- Translations from Latin,eng,https://archive.org/details/bayleavestransla00smituoft,26,robarts; toronto; university_of_toronto; fav-viictor_speran_a
1897,translation,50,translationseng00calvrich,Translations into English and Latin,"Calverley, Charles Stuart, 1831-1884",London : G. Bell and sons,English poetry -- Translations from the Latin; Latin poetry -- Translations into English; Latin poetry -- Translations from the English; English poetry -- Translations into Latin,eng,https://archive.org/details/translationseng00calvrich,"xi, 259 p. ; 18 cm",cdl; americana; fav-spirit0freedom
1897,translation,50,translationsinto00calvuoft,Translations into English and Latin,"Calverley, Charles Stuart, 1831-1884",London : Bell,English poetry -- Translations into Latin; Latin poetry -- Translations into English; English poetry -- Translations from Latin; Latin poetry -- Translations from English,eng,https://archive.org/details/translationsinto00calvuoft,26,robarts; toronto; university_of_toronto
1903,translation,50,cu31924082217542,"The Drama; its history, literature and influence on civilization","Bates, Alfred, ed; Boyd, James P. (James Penny), 1836-1910, joint ed; Lamberton, John Porter, 1839-1917, joint ed; Athenian Society (London, England)","London, The Athenian Society","Drama; Plots (Drama, novel, etc.); English drama; Greek drama; Latin drama; Oriental literature; Italian drama; Spanish drama; French drama; German drama; American drama; Drama -- History and criticism; Drama -- Collections; English drama -- Translations from foreign literature; Greek drama -- Translations into English; Latin drama -- Translations into English; Oriental literature -- Translations into English; Italian drama -- Translations into English; Spanish drama -- Translations into English; French drama -- Translations into English; German drama -- Translations into English; Drama -- Bibliography",eng,https://archive.org/details/cu31924082217542,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Illustrated title-pages (v. 1 in colors); Vols. 1-20 have special t.-p. with imprint: London-New York, Historical Publishing Co; Includes selections, epitomes, outlines of dramas, and some entire plays (all in English); Associate editors: James P. Boyd ... Prof. John P. Lamberton; Edition of 1000 sets; v. 1. Greek drama.--v. 2. Greek and Roman drama.--v. 3. Oriental drama.--v. 4. Religious drama.--v. 5. Italian drama.--v. 6. Spanish and Portuguese drama.--v. 7-9. French drama.--v. 10-12. German drama.--v. 13-16. British drama.--v. 17. Scandinavian drama.--v. 18. Russian drama.--v. 19-20. American drama. Indexes. Books for reference and extra reading. (p. 327-344); 22 v. 24 cm",cornell; americana; fav-keelan111
1903,translation,50,cu31924082217575,"The Drama; its history, literature and influence on civilization","Bates, Alfred, ed; Boyd, James P. (James Penny), 1836-1910, joint ed; Lamberton, John Porter, 1839-1917, joint ed; Athenian Society (London, England)","London, The Athenian Society","Drama; Plots (Drama, novel, etc.); English drama; Greek drama; Latin drama; Oriental literature; Italian drama; Spanish drama; French drama; German drama; American drama; Drama -- History and criticism; Drama -- Collections; English drama -- Translations from foreign literature; Greek drama -- Translations into English; Latin drama -- Translations into English; Oriental literature -- Translations into English; Italian drama -- Translations into English; Spanish drama -- Translations into English; French drama -- Translations into English; German drama -- Translations into English; Drama -- Bibliography",eng,https://archive.org/details/cu31924082217575,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Illustrated title-pages (v. 1 in colors); Vols. 1-20 have special t.-p. with imprint: London-New York, Historical Publishing Co; Includes selections, epitomes, outlines of dramas, and some entire plays (all in English); Associate editors: James P. Boyd ... Prof. John P. Lamberton; Edition of 1000 sets; v. 1. Greek drama.--v. 2. Greek and Roman drama.--v. 3. Oriental drama.--v. 4. Religious drama.--v. 5. Italian drama.--v. 6. Spanish and Portuguese drama.--v. 7-9. French drama.--v. 10-12. German drama.--v. 13-16. British drama.--v. 17. Scandinavian drama.--v. 18. Russian drama.--v. 19-20. American drama. Indexes. Books for reference and extra reading. (p. 327-344); 22 v. 24 cm",cornell; americana
1903,translation,50,cu31924082217583,"The Drama; its history, literature and influence on civilization","Bates, Alfred, ed; Boyd, James P. (James Penny), 1836-1910, joint ed; Lamberton, John Porter, 1839-1917, joint ed; Athenian Society (London, England)","London, The Athenian Society","Drama; Plots (Drama, novel, etc.); English drama; Greek drama; Latin drama; Oriental literature; Italian drama; Spanish drama; French drama; German drama; American drama; Drama -- History and criticism; Drama -- Collections; English drama -- Translations from foreign literature; Greek drama -- Translations into English; Latin drama -- Translations into English; Oriental literature -- Translations into English; Italian drama -- Translations into English; Spanish drama -- Translations into English; French drama -- Translations into English; German drama -- Translations into English; Drama -- Bibliography",eng,https://archive.org/details/cu31924082217583,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Illustrated title-pages (v. 1 in colors); Vols. 1-20 have special t.-p. with imprint: London-New York, Historical Publishing Co; Includes selections, epitomes, outlines of dramas, and some entire plays (all in English); Associate editors: James P. Boyd ... Prof. John P. Lamberton; Edition of 1000 sets; v. 1. Greek drama.--v. 2. Greek and Roman drama.--v. 3. Oriental drama.--v. 4. Religious drama.--v. 5. Italian drama.--v. 6. Spanish and Portuguese drama.--v. 7-9. French drama.--v. 10-12. German drama.--v. 13-16. British drama.--v. 17. Scandinavian drama.--v. 18. Russian drama.--v. 19-20. American drama. Indexes. Books for reference and extra reading. (p. 327-344); 22 v. 24 cm",cornell; americana; fav-lukebolle
1903,translation,50,cu31924082223391,"The Drama; its history, literature and influence on civilization","Bates, Alfred, ed; Boyd, James P. (James Penny), 1836-1910, joint ed; Lamberton, John Porter, 1839-1917, joint ed; Athenian Society (London, England)","London, The Athenian Society","Drama; Plots (Drama, novel, etc.); English drama; Greek drama; Latin drama; Oriental literature; Italian drama; Spanish drama; French drama; German drama; American drama; Drama -- History and criticism; Drama -- Collections; English drama -- Translations from foreign literature; Greek drama -- Translations into English; Latin drama -- Translations into English; Oriental literature -- Translations into English; Italian drama -- Translations into English; Spanish drama -- Translations into English; French drama -- Translations into English; German drama -- Translations into English; Drama -- Bibliography",eng,https://archive.org/details/cu31924082223391,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; Illustrated title-pages (v. 1 in colors); Vols. 1-20 have special t.-p. with imprint: London-New York, Historical Publishing Co; Includes selections, epitomes, outlines of dramas, and some entire plays (all in English); Associate editors: James P. Boyd ... Prof. John P. Lamberton; Edition of 1000 sets; v. 1. Greek drama.--v. 2. Greek and Roman drama.--v. 3. Oriental drama.--v. 4. Religious drama.--v. 5. Italian drama.--v. 6. Spanish and Portuguese drama.--v. 7-9. French drama.--v. 10-12. German drama.--v. 13-16. British drama.--v. 17. Scandinavian drama.--v. 18. Russian drama.--v. 19-20. American drama. Indexes. Books for reference and extra reading. (p. 327-344); 22 v. 24 cm",cornell; americana; fav-pere432
